economy,cluster,gdp_per_capita,knowledge_complexity,export_sophistication,product_density,gdp_growth,arm_relative
CHN,2,13121.6769905565,2.8829443916134045,2.8831554849946337,0.5795467999792899,4.9773565917572,0
CIV,1,2395.67689089222,-1.1561933979963097,-0.7177987116439184,0.06986897568435028,6.01953461940062,0
CMR,1,1480.73097431993,-0.953188306768278,-0.6298709223870624,0.06691520047733804,3.52472308052245,0
COD,1,554.244129980766,-1.4528555221473938,-1.0439869108032,0.07178637525019398,6.12675551779212,0
COG,1,1679.58061097707,-1.049206337439977,-0.5618612220806042,0.1601169799327683,2.57966943921721,0
COL,0,6863.59563194342,-0.09503168964274157,0.23652069464536865,0.35545923779320204,1.5983315366523,1
COM,1,1401.88898411553,-1.0691867626451628,-0.5759942309351027,0.15230956865214254,3.3381010943571,0
CPV,1,4448.96609078891,-0.7258257994083851,-1.476652804500583,0.19959108008251145,7.24388538990945,0
CRI,0,14866.5823676109,0.21505223860355002,-0.16042352823390807,0.5058575649568775,4.32122429646145,0
CSS,0,18582.6849984925,-0.5390381031026663,-0.5482203259866457,0.4141631258086475,13.3129250895082,0
CUB,0,7381.39774048869,-0.3395575344654662,-0.46091852448823956,0.3772320114243549,-1.06173273220524,1
CUW,0,18044.7751865648,-0.5497607727979974,0.05745807503965685,0.2596786133020368,5.02690000000014,0
CYM,2,83005.4838305223,1.284751427808964,1.1708279693331007,0.7314468610832108,5.8155918263088,0
CYP,0,32617.216796875,0.9507292020409222,-0.6195995035227309,0.8052790227388925,3.94077381708404,0
CZE,2,20445.432830127,0.8060555741822425,0.9521887081256653,0.7765981157629793,1.23308611983484,0
DEU,2,44027.7631554469,1.3409350602087773,2.389097645827278,0.9287736331738241,-0.495851897260366,0
DJI,0,3290.42482052598,-0.8341548621533763,-1.1140300318935568,0.356269704853005,6.98048467276334,0
DMA,0,9172.71049624795,0.24025844019505588,-0.2674003804619559,0.4629260031314302,2.052738472526,0
DNK,2,60772.8624276041,1.3679106135289698,1.4594157367602691,0.9757063689339092,3.47783593140312,0
DOM,0,9168.45418897141,0.08732201536979549,-0.6609860469500523,0.5237895908298896,4.95352204492849,0
DZA,0,4765.72900168387,-0.26519973415314746,-0.35398516025787835,0.34708545943973546,3.69999999907979,0
EAP,2,10128.2890911466,1.6105081735358084,0.446235872122523,0.6769449482169239,4.96144388249688,0
EAR,0,3887.67750781635,-0.06787739924010575,-0.05448146732862331,0.20473173574691417,3.66894359356229,0
EAS,2,13252.7558734185,3.1517951055297266,3.028421820894931,0.5711844356518483,3.79010550023051,0
ECA,0,8634.68709000162,1.0353443503282391,0.05524961939020972,0.5921097368028748,3.9823947129598,0
ECS,2,25973.9053281236,1.8617352446269115,2.6315026382014364,0.8047965179185147,1.56624845618092,0
ECU,0,5999.39391066593,0.03395847501806569,-0.3236128623913129,0.32502776645285786,-2.00125476341026,1
EGY,0,4137.60929232898,-0.11688513402459423,0.16022280097787284,0.3440534861075234,2.3991692678251,0
EMU,2,38254.4232216366,1.0091639354331765,0.6814321043800129,0.9210557360055024,0.911910157337687,0
ERI,1,751.374899794668,-1.3725011581542288,-0.5559406011347462,0.08260153896072309,8.67980010138049,0
ESP,2,29245.2192451729,0.8366368703668754,1.0121742921069765,0.7997191444364724,3.45525405630191,0
EST,0,20078.1397620993,0.7755358286776021,0.09729586286541783,0.8162399443423373,-0.0900428648493801,0
ETH,1,883.458588619291,-1.409046676706515,-1.1364699233347795,0.10738414796061661,7.61277447511073,0
EUU,2,34896.3710345936,0.9594361498054874,0.6467934379570753,0.9106965090322652,1.06455789818651,0
FCS,1,1419.27637949231,-0.8343732837480042,-0.4628763130823961,0.08830009194166757,2.00694502217958,0
FIN,2,45254.0358658917,1.4895138991338512,1.2824386706531905,0.8706300583368437,0.416171964862073,0
FJI,0,5935.20896505673,-0.002888536593119681,-0.33448633655561477,0.3793619199078576,3.53085896076352,0
FRA,2,39683.3953489029,0.9984059737865132,2.066903090045554,0.9351007316020873,1.19046798275883,0
FRO,0,59257.6449307094,-0.046737947531833544,-0.19966541325964549,0.8056248702799539,0.843716851362103,0
FSM,1,2930.27926555574,-0.7324660979487475,-0.2934023916263901,0.15028386104773703,0.718990177344025,1
GAB,1,6618.98685865885,-0.7954389813301521,-0.41253363245154717,0.2230387107306265,3.39403899592401,0
GBR,2,47960.9105761942,1.4346526684966696,2.198526323548775,0.9604179957452829,1.1264226705118,0
GEO,0,6808.07398025981,0.44646908615977315,-0.3287141837039802,0.41936788359396654,9.67979387500691,0
GHA,1,2167.72691406678,-0.6710064563991948,-1.0056909389412254,0.13030572219814418,5.59045469593266,0
GIN,1,1045.92207475817,-1.1837631515607254,-0.7900678310511227,0.1168226970393243,5.35004659051708,0
GMB,1,758.96588872906,-1.086672249643474,-0.7212104725416854,0.0,5.55126069510321,0
GNB,1,793.692157673779,-1.221243549337279,-0.5745578645279467,0.10915021664367415,4.14631137217332,0
GNQ,1,5041.94038551173,-0.8265481114513534,-0.18866382499649495,0.07303872740413014,0.907248245986736,1
GRC,2,21494.6856060599,1.575395230246712,0.7448214266623188,0.7201820646373985,2.0865743380603,0
GRD,0,10196.0049872434,0.4924078110447044,-0.06817386849893042,0.4680960283424277,3.96332516398188,0
GRL,0,49929.7755428605,-0.4138461478799901,-0.08510090925786554,0.6960945450277817,0.865961986998158,0
GTM,1,4563.09590652717,-0.8026957150144403,-0.850329042935738,0.13646145310131047,3.65186382894819,0
GUM,0,34627.9862781837,-0.3170785089978017,0.13844681405095444,0.6835872123263271,5.09986426216793,0
GUY,0,33034.9576389333,-0.2277082045920655,0.10951040918034631,0.5075923016634488,43.8193108024355,0
HIC,2,41776.3359445333,2.657160566849746,3.331752152200999,0.7761575507302045,1.95000793704469,0
HKG,2,44712.7654725532,2.1941073832374496,1.4121491601389649,0.8082810306159565,2.50498758466826,0
HND,1,2573.37159995648,-0.8730706885156782,-0.9957025298370726,0.12088388890535733,3.55397003296669,0
HPC,1,1015.32013675499,-0.6247467058082823,-0.6411638256943474,0.132101618336397,5.14470675657978,0
HRV,0,17854.2091012685,0.5750855135713526,0.20070763275627498,0.7604095709270153,3.82688702890739,0
HTI,1,1154.87300909888,-0.5896592732347407,-1.1309644244922166,0.11642960250579605,-4.16963395808132,1
HUN,2,16518.6369936397,0.6704232675989303,0.8053685261705047,0.79162878587115,0.560117843140432,0
IBD,0,7523.39788740048,1.115272412661859,0.27255257267335786,0.6074914670359204,4.3517642428957,0
IBT,0,5826.39109857059,0.7338303580119989,0.20371325967723916,0.5268363984896081,4.34846625464438,0
IDA,1,1485.87854475786,-0.8093981732119337,-0.542961580806485,0.10870139375177551,4.30577432199132,0
IDB,1,2076.03245502265,-0.8361657162894538,-0.5540524166692736,0.11292727147127307,4.05581991807422,0
IDN,0,4367.86266621191,-0.3281489875200967,0.3806595513045041,0.17012952430969067,5.03034469419038,0
IDX,1,1171.26544835908,-0.8486786451974699,-0.562466715880588,0.10287218274944518,4.54306460750766,0
IMN,0,86103.3379308107,-0.2160494420231863,0.3591250481489836,0.8582871168660487,-4.16539345213232,0
IND,0,2396.94999213544,0.11425889809335596,1.0255670088024496,0.36910581104163515,6.49476552383821,0
IRL,2,94474.9879707069,1.513469172510153,1.060696355496316,0.9740283341627062,2.59946721553708,0
IRN,0,5834.44296939863,-0.03652359445066801,0.5222251309736236,0.27299958865467994,3.66312056830718,0
IRQ,0,4180.29619477317,-0.6439418762948276,0.11029770072160534,0.29920856745468977,-1.54525198318304,1
ISL,2,59307.1777759714,1.8530641167834871,0.7915802172890017,0.9259974817488982,-0.970676468918384,0
ISR,2,41845.1660567523,2.3912491075538673,1.8044214292416034,0.8202729606495536,0.871968424377442,0
ITA,2,34495.2545799636,0.6008845430411431,1.6973759259109342,0.9066941650567995,0.692676948440536,0
JAM,0,6096.4327030963,-0.5042449060634797,-0.8333894390052607,0.3165646447299858,-0.535039063867487,1
JOR,0,4016.83429143296,-0.15067023755710293,-0.7569204117879197,0.43729747932031304,2.48889409603647,0
JPN,2,37152.5636003552,1.3399047337231729,2.8057042303220356,0.8666081892046184,0.104309021773304,0
KAZ,0,11872.7842626298,0.7236431104722808,0.9130087329847237,0.6554126760963952,4.99999999996936,0
KEN,1,1860.02287047776,-1.0549690706258779,-0.4180076636565648,0.05608135953299227,4.72473994710138,0
KGZ,0,1391.68404329929,0.11637737830516187,-0.4451021369863121,0.44865470508138616,9.04013556120012,0
KHM,1,2182.71843902341,-0.7458486678303075,-1.256421837770397,0.1440845171938079,5.97510939607335,0
KIR,0,2041.87601786956,-0.29150652348555345,-0.562996104433258,0.40242558586117977,5.26689747917099,0
KNA,2,21692.2406392872,1.269744468862942,0.5474485540305902,0.6943413919483091,0.312226855858171,0
KOR,2,37048.4264001496,2.7596433005189183,3.034042006983194,0.8581072316461374,2.00361101838986,0
KWT,0,23867.826500295,0.565679679719186,-1.0500982409539663,0.6405695317206608,-2.56011099967517,0
LAC,0,8638.66600811342,0.6581014104584146,0.09743974303496733,0.5886651570845722,1.97324501012739,1
LAO,1,2721.07810663082,-0.8243219526970087,-1.1764368460320067,0.13981568397223298,4.13019264436937,0
LBN,0,5834.63415739394,0.10183536733427176,-0.3271358431402391,0.47328946321570114,-0.760584470257314,1
LBR,1,665.101337624192,-1.2008246888610146,-0.8863850579184808,0.09201229411730022,4.02185464964835,0
LBY,0,7696.0807819319,-0.13499522004326958,-0.5359803140276699,0.39919698261264264,1.89995052025442,1
LCA,0,11854.9517233237,-0.588269640382847,-0.8216621267064427,0.33676827499309214,3.89175024218898,0
LCN,0,8873.03538905768,0.675402781478077,1.146876880451737,0.5923447831575315,2.25365117533329,0
LDC,1,1091.33824852468,-0.838195971183534,-0.4546229315286816,0.10574071749330863,3.85645809654653,0
LIC,1,663.92559694882,-1.1454148737286116,-0.4586206484299377,0.08267036123468886,2.32616172345091,0
LIE,3,167187.15730982,2.355327338883869,0.8252802573517758,0.7630486953585175,-1.15748291975636,0
LKA,1,4186.4986638365,-0.9739670454004992,-0.355386410258388,0.03268432067231165,5.00871930957159,0
LMC,0,2425.46811159982,0.10574763867984216,1.1498544592367328,0.30493066851772765,5.17324978806563,0
LMY,0,5652.87507726956,0.4591585712855062,0.2138974550342842,0.4908985859833046,4.36075037491024,0
LSO,1,991.069661910744,-1.1483244569957778,-1.6787853970109006,0.08900126962807534,2.85452253179545,0
LTE,2,11914.0272194525,0.9346387586184332,0.46638783003002166,0.6857805797117852,4.48755005392181,0
LTU,0,19092.6451176955,0.5767399751254865,0.3089970960559364,0.7654369452587189,2.77263124530285,0
LUX,2,104147.1739928,0.5377952423361678,0.39317014758633806,0.8541945169640962,0.35861253942069,0
LVA,0,16374.773539624,0.625312965299605,0.32015138212890454,0.7343600979124536,-0.0461080109713521,0
MAC,0,63377.2932129214,0.7293922656557479,-1.4576746484864433,0.8072649226198736,7.84960207010525,0
MAF,0,6730.26828824205,-0.2160494420231863,-0.13291637255944072,0.22777101063958938,4.89999967133534,0
MAR,0,3516.15405273438,-0.023667392460067393,-0.10470219999046967,0.222089914207586,3.79336515978963,0
MCO,2,247170.219910657,0.6306290148654254,-0.46649354633346934,0.9208679390577739,8.51053758860212,0
MDA,0,3851.51202518347,-0.09055871078373584,-0.5544999071952111,0.3630885350699667,0.103059364371205,1
MDG,1,453.383067004772,-1.5768422345279103,-1.3949299067142582,0.06936607437105075,4.19999999988647,0
MDV,0,11798.791369146,-0.21309422411811998,-0.6070269223362679,0.5185961460815246,3.49440422654285,0
MEA,0,5466.08902649321,0.14549860948110777,1.1081321988010544,0.3727064637474237,2.11232485351741,0
MEX,0,10316.4611902215,0.007800226348744249,0.7550664458789292,0.43593316094981754,1.42742769080466,1
MHL,0,5811.03355673487,-0.15894452559905603,-0.16126228220307381,0.2488147473775039,2.50192717852873,0
MIC,0,6177.02279223057,0.5093700986331632,0.23618220069587398,0.5169058964937879,4.38303528532211,0
MKD,0,6628.84686594032,0.5752678925735194,-0.37924955992956294,0.4916996250873302,2.99373536567732,0
MLI,1,909.755317910813,-1.2580033168598486,-0.6036035748892931,0.06958683097598213,4.99226917482922,0
MLT,2,34670.0815997119,1.0591698464105364,-0.03409884443313409,0.7339122423804001,6.79990300224401,0
MMR,1,1158.47928099316,-1.0420905491964514,-0.5806842551686925,0.10521234598238036,-0.97204641363362,1
MNA,1,3023.05283337065,-1.2237882714264232,-0.4699526726324427,0.137580593576641,2.22259348944316,0
MNE,0,8540.00828913129,0.09247874477695325,-0.6063714936415743,0.49882993298434797,3.16409886329913,0
MNG,0,4626.79609644243,0.2523160312483313,0.028526094254957945,0.4251312925085239,5.12204539122661,0
MNP,0,19461.8611129744,-0.2160494420231863,0.07205186911702577,0.4344477824540268,16.6427546628408,0
MOZ,1,605.604720848519,-1.4006584995734384,-0.9255128012173035,0.09038487826381782,2.14854964610538,0
MRT,1,1688.6139322919,-1.1156871182833852,-0.3985967365711655,0.08478436862104409,6.30760213290844,0
MUS,0,11934.770909957,-0.4553228078205398,-1.086175484579137,0.3871568517181353,4.92512304864294,0
MWI,1,551.95152347056,-1.5451977301866182,-1.3988996261038382,0.04933552507222879,1.6734340852915,0
MYS,2,11883.79127749,1.0269934524158437,1.124974300724919,0.6222276363277074,5.10545921024041,0
NAC,2,63990.5959352171,2.300793209355218,3.185512157438426,0.9285606015797635,2.69993075266272,0
NAM,1,4034.35053463284,-0.6558740703904039,-1.2475039618759163,0.2757348020946756,3.71154502416731,0
NCL,0,30858.7237060533,-0.22784230694925314,0.09014509800367479,0.6189754878047156,-13.5,0
NER,1,595.151744559316,-1.3171205513191349,-0.5621827303036173,0.15059029768908527,10.3000000007793,0
NGA,1,2324.64881202751,-1.1640070174375468,-0.2606687909672368,0.08812112001631175,4.06236408888319,0
NIC,1,2290.47162505995,-0.8122147569739634,-1.5690743135927059,0.12001322862158563,3.5878302292345,0
NLD,2,51178.5256968147,1.2766709455987373,1.6382482267094216,0.9470824628146547,1.08100584845663,0
NOR,2,79667.5272314776,1.2959176194807993,1.5426723344327193,0.9999999999410647,2.09723059960317,0
NPL,1,1179.81272768386,-1.01764064238086,-1.128617625983948,0.09354229110553353,3.66537430744967,0
NRU,0,8570.95582950675,0.32939902031593205,-0.08625029299801129,0.4999148243882379,1.38888888888904,1
NZL,2,42408.2378731636,0.7217932605596293,0.8312639518036984,0.9465875626275474,1.28862004711685,0
OED,2,40461.3496678975,1.191447903390586,0.7437176379690053,0.9145647050508803,1.80676868744605,0
OMN,0,17347.2911339051,-0.132431013005259,-0.36212942838234147,0.44838697232534386,1.63163221127449,0
OSS,0,12597.7224556377,0.13830746119984494,0.38522808573695605,0.5808019052642179,2.8832579743179,0
PAK,1,1634.56735260799,-1.0116535933589612,-0.3554919698484398,0.044917703040660735,3.04898287335465,0
PAN,0,17122.720655567,-0.3892619617032824,-0.5807733407381852,0.3549583232241894,2.74788545546916,0
PER,0,6711.19403272527,-0.04534325968129033,-0.26369311057178374,0.341870575550779,3.30394098171516,0
PHL,0,3925.3048697218,0.5786639186554878,0.585906250970986,0.5105744151132724,5.69201612823412,0
PLW,2,13128.1314312511,1.3234732690771702,0.539689571628081,0.6451256248765503,2.21599800170485,0
PNG,1,2564.73748186493,-1.0325841901328345,-1.1135993887094722,0.1536439857501581,3.79979560086888,0
POL,2,18000.5034591285,0.7178567437549551,1.2290738977624318,0.761804991781017,3.02841630700273,0
PRE,1,1440.28390969245,-0.5579407021854899,-0.4304484506053558,0.13303379136789314,3.31272809044805,0
PRI,0,30971.2620550191,0.19488587751583944,0.14248661053635067,0.7448883025089392,3.17707554784896,0
PRT,0,22647.3791895579,0.603064042052793,0.7103460246223239,0.7994212344753306,2.13967177177636,0
PRY,0,6640.83816613117,-0.3157889963541466,-0.6078001454873662,0.29941069543813853,4.24996010464072,0
PSE,0,2072.09019517685,-0.24423463649764232,-0.6062881418186291,0.3380428414665014,-26.5575264529877,1
PSS,0,3921.37323131971,-0.3432777605827634,-0.2371754659324559,0.17553973933631825,3.39271983855302,0
PST,2,46567.2575677716,1.296735392035305,0.8254185973474619,0.9334073793260838,1.79546895973735,0
PYF,0,20846.6514059991,-0.3947487680050053,-0.21135135003583858,0.5176051746103064,1.12638897730247,0
QAT,0,62157.3751791848,-0.04003393626412278,-0.15452675732727345,0.8135909542484471,2.35970586926597,0
ROU,0,12459.9112061891,0.15044272894709335,0.6532691529682487,0.5376500201871214,0.916003764382594,1
RUS,0,11043.259765625,0.3189462401064743,1.3744651768248208,0.6563746164438865,4.34437475491529,0
RWA,1,1070.45003770926,-1.0826411940348044,-0.8909929274244944,0.06276955787567551,8.89065529573114,0
SAS,0,2355.24832417956,0.20616756989571464,0.9918658328475543,0.31703811601248616,6.23259967615652,0
SAU,0,24963.3322139095,0.3539236508035908,0.3267297229435365,0.7048616777469553,1.99650173436159,0
SDN,1,578.38916015625,-1.3869807498513183,-0.7415854036794833,0.05628478350666255,-13.9643375197179,0
SEN,1,1511.89280670234,-0.7914757248607991,-0.5680138877822543,0.0793917692671654,6.06055141198976,0
SGP,2,67706.8336149739,1.8643325121320058,1.991347591443409,0.9163873151442576,4.38802362461865,0
SLB,1,1806.38367324387,-0.9046137851976686,-0.659099197249388,0.14261293693678717,2.99755987604104,0
SLE,1,1137.29005673054,-1.3730416156527498,-0.7966354416472304,0.09028190134204313,4.29322336690163,0
SLV,1,4585.22599757795,-0.6419043007759184,-1.1000949382078113,0.16925770792721279,2.60202016121069,0
SMR,0,51323.7972635865,0.5366544660669735,-0.4718935044278481,0.8189445343024553,0.401934896977224,0
SOM,1,467.269910194415,-0.8175377093347302,-0.647482270462209,0.1885941227216691,4.11139335779471,0
SRB,0,8580.26105823259,0.24163556148932275,-0.07459575108974066,0.47837543777844144,3.94992622592932,0
SSA,1,1668.197792687,-0.88247023636961,-0.4366794457169933,0.08762877594305402,3.36470475625489,0
SSD,1,1080.14718624765,-1.0609146770096052,-0.4859521553784701,0.11330090214750767,-10.7933646271143,0
SSF,1,1589.32982537075,-0.8982008305860869,0.11247781622862309,0.08746846928038501,3.59733324708962,0
SST,1,12776.0630940034,-0.9604155395795365,0.3323633154605428,0.3231970039482656,6.12150935431907,0
STP,0,1368.14347554019,-0.35453131092534507,-0.14696383790055065,0.2879503321415231,1.09999940100751,1
SUR,0,7246.2576795921,-0.4798267770192517,-0.019923178720646726,0.30725476051582307,1.72095737011739,1
SVK,0,19776.1758069498,0.23697319393364932,0.3309630194656957,0.6634306836163107,1.93867445549446,0
SVN,2,26134.627203987,0.8203261963905486,0.5205239558275253,0.7857271035597738,1.73139722479493,0
SWE,2,54209.9474264877,2.1454113827969485,1.5915270000743582,0.9049925293762828,0.820071806703865,0
SWZ,1,3864.20550510839,-0.9906894999604386,-0.7239372203811174,0.2791375577269373,2.97391075973985,0
SXM,0,34840.1808966872,-0.569078908052712,0.18446248839051688,0.5056137831059547,3.00000000000014,0
SYC,0,16586.4074964781,-0.4571125925240582,-1.4203376854808447,0.37301550928319627,3.46568066415341,0
SYR,1,712.272278200037,-0.9948102509345385,-0.8541419135708396,0.22073085909808304,0.732781301861365,0
TCA,0,57179.29601876,-0.46997437674842446,-0.01717107001493346,0.7065097952338688,5.63682517443362,0
TCD,1,849.707321000625,-1.488072618145157,-0.5635311500574446,0.10682468557411558,4.19925854085865,0
TEA,2,10242.3676287334,1.6293650222563962,0.4490053230266073,0.6799869248128233,4.96151507087535,0
TEC,0,10447.7265615175,1.1835628043022444,0.13460091012814782,0.6511059298146777,3.80534822218803,0
TGO,1,931.029965529857,-1.1864499625158489,-0.8654995986600329,0.06217811464486372,6.53204505563791,0
THA,0,6574.46109387985,0.6357445670199126,0.739403523670383,0.5757285048045472,2.54182067735289,0
TJK,1,1496.33813395037,-0.5625024436029158,-1.0749852997613636,0.03422853575953594,8.39999980983981,0
TKM,1,8231.49544263659,-1.3044887694754268,-0.15682108396405073,0.12123968845938311,6.2994265836889,0
TLA,0,8746.2934214582,0.6753296299415873,0.08959183695577738,0.5917820644353983,2.2781470509277,0
TLS,1,1149.21888298011,-0.9428341336459061,-0.7154135742857501,0.20766622344327693,-9.10069369772735,1
TMN,0,3029.88305321206,-0.15994497447229522,-0.46874502445080696,0.22870933285003744,2.41973722378488,0
TON,0,4680.29974543195,0.03934388414459163,0.13337560517352487,0.4669946550940052,2.79014366862668,0
TSA,0,2355.24832417956,0.18863298153339,-0.1236716910004848,0.3178313977982053,6.23259967615652,0
TSS,1,1589.32982537075,-0.908312470337783,-0.4476194218841153,0.08673389987448706,3.59733324708967,0
TTO,0,16312.4849555716,-0.667248371100489,-1.4853991144735825,0.39750561620151714,2.50920813979569,0
TUN,0,4006.20588267443,-0.22867720068560274,-0.0685424600561532,0.26452905394089826,1.61444564976986,1
TUR,2,15395.0278894893,1.360985232625043,1.1470299559830242,0.6096582179724508,3.3276230893799,0
TUV,1,4773.34085526672,-0.9052443579864037,-0.19923002830793626,0.09930388156706287,3.85280919517032,0
TZA,1,1120.77416992188,-1.2612680881121399,-1.3573713470917652,0.09286762753412806,5.5263138305945,0
UGA,1,986.090145363924,-1.5528769509577716,-1.0722867518544357,0.08991207223833282,6.05558075875589,0
UKR,0,2219.04248046875,0.4175651636483869,0.13315057353711704,0.5003351385826136,2.9138222142611,0
UMC,2,10332.0594464473,2.4418680971755142,2.6891795537934127,0.5551301874457307,4.17952127549748,0
URY,0,18958.6033293537,0.4094896245154423,-0.2021881514559818,0.6497124847615068,3.10825478066172,0
USA,2,66356.1706750101,1.7534157932642338,3.214045336259848,0.9231127563091664,2.79300127716779,0
UZB,0,3890.41593075015,0.02259074613981672,-0.2543317312350493,0.3350460815694172,6.49999999997677,0
VCT,0,9485.18771201686,-0.4461825611242852,-0.20457054876655148,0.33596062392236986,4.06183490050209,0
VEN,0,1501.02277449885,0.04817627140110797,-0.45682093942677726,0.40625719758162904,5.29999999999984,0
VIR,0,36983.431060272,-0.5736551829866138,0.11098916855363346,0.5683810091174112,-1.31123206333498,0
VNM,0,4017.74604111554,0.41091672560677367,0.7000678426704007,0.4430195806326516,7.09118746633975,0
VUT,1,2697.09183254533,-1.2634622845216195,-0.3094049859135116,0.11873260439716164,0.942185362275907,1
WLD,2,11851.505171614,2.9017943238915174,2.9441420881308367,0.5123316434191639,2.87194964204316,0
WSM,1,4880.54418032056,0.10248079765961732,-0.4917833179757043,0.4511081169348049,4.74838445564714,0
XKX,0,5631.68223392136,-0.11377959973209024,-0.1673133451917342,0.27494392360422537,4.5730971681166,0
YEM,1,1079.32938366255,-1.3150431677776309,-0.8422899354197251,0.15463417215605607,0.752447592962554,0
ZAF,0,5715.47531469148,-0.4363083261093674,0.45136573185346623,0.347957925423664,0.534843531905139,1
ZMB,1,1343.38966380353,-1.5248726409129216,-1.1031407279302547,0.1084288658694418,3.82004825518591,0
ZWE,1,1417.71894115853,-1.0864746404126517,-1.0595487824319474,0.11130128316206207,1.74239524880791,1
