economy,year,fdi_inflows,rd_spending,patent_apps,internet_users,gdp_growth,gdp_per_capita,tertiary_enrollment,gini,services_emp,unemployment,high_tech_exp,arm_trapped,income_level,ai_readiness
AFE,2013,2.19652894927539,,,10.0,4.35668249727492,1478.97797685759,8.18673038482666,,30.3886859838973,6.88972223038428,5.16424205312559,0.0,middle,5.214212602783669
AFE,2014,2.77477576165797,,,12.1,3.92038970191821,1495.95557383523,8.29104042053223,,31.0444810877045,6.86242857576034,5.09162208317626,0.0,middle,5.924335611739664
AFE,2015,3.15341226900222,,,14.3,2.93402965863687,1498.8752400759,8.43400001525879,,31.5469036017198,6.9309412585873,6.32738412582609,0.0,middle,6.805071748459074
AFE,2016,2.01279729360831,,,16.3,2.13011703002091,1490.9075460241,8.57314014434814,,32.0982958374921,7.07442880999326,6.1599188168255,0.0,middle,7.478181905740573
AFE,2017,1.04098584311975,,,17.3,2.67752389715308,1490.91109750422,8.71269035339355,,32.6873169327904,7.21491501896869,5.85946453200012,0.0,middle,7.804728178765604
AFE,2018,1.29749882402945,,,19.6,2.70519413363353,1489.94213724372,8.7509298324585,,33.5381424689252,7.24484282680541,6.64323197616485,0.0,middle,8.656144836359568
AFE,2019,1.48207355066174,,,21.6,2.03007686221603,1479.37238691603,8.67273044586182,,34.5483996115138,7.45910636823544,6.87392275423164,0.0,middle,9.332847349733468
AFE,2020,1.42127340311204,,,23.5,-2.81757208724623,1399.39849841898,8.71187019348145,,33.0261568695551,7.97430164130982,6.04270815664808,0.0,middle,9.889582514578384
AFE,2021,4.91251538256361,,,25.0,4.57877206871177,1425.2090572764,8.66186046600342,,32.7940798485352,8.40741154700022,5.15041888252029,0.0,middle,10.29201863258593
AFE,2022,1.71786547617322,,,26.8,3.72271692296214,1440.43036630175,,,33.6081619000381,7.86947018999245,6.28659857605189,0.0,middle,14.342989786407784
AFE,2023,1.96186990522882,,,27.8,1.9311603523693,1431.72178996886,,,33.6967049509918,7.67654773372157,5.69838955731562,0.0,middle,14.754758433597344
AFE,2024,2.15814407842415,,,28.8,2.76383869054277,1435.35627774336,,,34.2977111919012,7.57169749274654,5.84676186051693,0.0,middle,15.27701427907754
AFE,2025,,,,30.4,,,,,34.6968130103833,7.53923442390472,,0.0,,30.4
AFG,2000,0.00482760061734038,,,,,308.318269746638,,,23.6729906704526,7.897,,,low,0.0
AFG,2001,0.0241685679088889,,,0.00472256824217368,-9.4319740700862,277.118051443941,,,22.8384237602807,7.973,,,low,0.00472256824217368
AFG,2002,1.30694987042884,,,0.00456139517022146,28.6000011706788,338.139973643387,,,24.4531246057782,7.867,,,low,0.00456139517022146
AFG,2003,1.27849325196424,,,0.0878912528559713,8.83227780288267,346.071627096223,1.37434995174408,,24.7818489406037,7.844,,,low,0.38753311436400567
AFG,2004,3.577104200584,,,0.105809030021958,1.41411799339429,338.637273888197,1.39064002037048,,24.833148478038,7.794,,,low,0.400564520103599
AFG,2005,4.36867310434287,,,1.22414808372471,11.2297148272859,363.640141436773,,,25.7077189524347,7.878,,,low,1.22414808372471
AFG,2006,3.41377297323201,,,2.10712364546412,5.35740324748592,367.75831169358,,,25.9420504795722,7.897,,,low,2.10712364546412
AFG,2007,1.93570171391636,,,1.899999976,13.8263195471281,410.757728879097,,,27.2248878765164,7.841,,,low,1.899999976
AFG,2008,0.45536044478174,,,1.84,3.92498381999467,417.647282647498,,,27.6621985463541,7.879,,,low,1.84
AFG,2009,0.45188914562189,,,3.55,21.3905283926492,488.830652491949,3.93815994262695,,29.3948425879471,7.808,,,low,2.7595399856567373
AFG,2010,1.20311798981139,,,4.0,14.3624414710737,542.871030476037,,,31.1592526833235,7.809,,,low,4.0
AFG,2011,0.293025179616803,,,5.0,0.426354776777345,525.42698276582,3.68686008453369,,31.1177963939839,7.83,,,low,3.4217150211334224
AFG,2012,0.285440893554571,,,5.454500198,12.7522870926697,568.929021458341,,,32.3133084481045,7.875,,,low,5.454500198
AFG,2013,0.239801184405551,,,5.900000095,5.60074465863221,580.603833333096,,,32.0763627884824,7.921,,,low,5.900000095
AFG,2014,0.209664794672203,,,7.0,2.72454336219565,575.146245808546,8.39764022827148,,32.2391686364613,7.915,,,low,5.59941005706787
AFG,2015,0.88400046336123,,,8.260000229,1.45131466066431,565.569730408751,,,33.7321152250418,9.032,,,low,8.260000229
AFG,2016,0.516606084523093,,,11.0,2.26031420279821,563.872336723147,,,35.23983684805,10.116,,,low,11.0
AFG,2017,0.274796791572807,,,13.5,2.6470032027451,562.769574140988,,,36.802134491624,11.184,,,low,13.5
AFG,2018,0.661572217787196,,,16.79999924,1.18922812944517,553.125151688293,9.99592018127441,,37.0166785521044,11.192,0.0,,low,7.265986443545735
AFG,2019,0.124495985291258,,,17.60000038,3.91160341625552,557.861533207459,,,37.5135391226906,11.187,0.0,,low,8.80000019
AFG,2020,0.0649939571808755,,,17.04850006,-2.35110067203466,527.834554499306,10.85435962677,,35.535277276328,11.71,,,low,11.237839936692499
AFG,2021,0.144466946606861,,,16.51429939,-20.7388393676343,408.625855217403,,,30.151585831638,12.006,,,low,16.51429939
AFG,2022,,,,15.86629963,-6.24017199240269,377.665627080705,,,29.4272142369757,14.1,,,low,15.86629963
AFG,2023,,,,15.92840004,2.26694373649188,378.06630312259,,,29.4984918421715,14.008,,,low,15.92840004
AFG,2024,,,,16.09499931,,,,,29.5021677680015,13.687,,,,16.09499931
AFG,2025,,,,,,,,,29.4719178364586,13.351,,,,0.0
AFW,2000,1.7940377690043,,,,3.81216115039309,1188.0373057001,4.95100021362305,,32.398915520935,4.53084348194886,,0.0,middle,2.475500106811525
AFW,2001,2.13936964022108,,,,5.24868324071915,1215.84949075792,5.43233013153076,,32.7053910569426,4.46519556174692,,0.0,middle,2.71616506576538
AFW,2002,2.44742099166616,,,,9.94330712251539,1299.69542056655,5.93669986724854,,32.8994364243993,4.27370648574837,,0.0,middle,2.96834993362427
AFW,2003,2.52204859848841,,,,5.62636064767845,1334.72594265973,6.43214988708496,,33.3141490490046,4.1679789387801,,0.0,middle,3.21607494354248
AFW,2004,1.80420304723066,,,,8.07147345054227,1402.22876764658,6.620689868927,,33.8593957873021,4.08689146118398,,0.0,middle,3.3103449344635
AFW,2005,2.93133338546773,,,2.3,5.79743371948868,1441.98859440003,7.03709983825684,,34.3740978986254,4.09646467682858,,0.0,middle,2.9092749595642102
AFW,2006,2.28870294816693,,,3.4,5.28717104206022,1475.92318265943,7.09086990356445,,34.8887133278551,3.96927941109318,,0.0,middle,3.4727174758911126
AFW,2007,2.76690161524521,0.150689253142085,,4.3,5.44753043563995,1513.01942969263,7.31161022186279,,35.5194799295522,3.9480584197936,,0.0,middle,3.405381302687557
AFW,2008,2.84147402329329,,,5.0,6.21081188431489,1562.21124621273,7.55156993865967,,36.1756096194748,3.96722459921357,,0.0,middle,4.387892484664917
AFW,2009,3.52591020083717,,,5.8,6.14119135977269,1612.48837316067,7.67314004898071,,36.8707889152576,4.00285567701831,,0.0,middle,4.818285012245178
AFW,2010,3.15128327333642,,,7.3,7.00073960255909,1677.95238312056,7.94076013565063,,37.7443976580416,3.98952016701337,,0.0,middle,5.635190033912657
AFW,2011,3.54506641288462,,,8.7,4.92204702375463,1711.53923110365,8.23383045196533,,38.3985434212623,3.96721211893844,,0.0,middle,6.408457612991333
AFW,2012,2.79570166892171,,,10.3,5.12970299383294,1749.98138710355,8.61141014099121,,38.9596545495083,3.98010182260688,,0.0,middle,7.302852535247803
AFW,2013,2.26936723127983,,,12.6,6.04669213138413,1805.79842409374,9.13339042663574,,39.4955974910526,3.70779396420408,,0.0,middle,8.583347606658934
AFW,2014,1.83591900224731,,,15.0,5.6915512073646,1857.17116320705,9.39218044281006,,40.1059420844488,3.88775083913174,6.91145261312007,0.0,middle,7.256508668447016
AFW,2015,2.13330027622449,,,18.6,2.93286367242145,1860.72768628324,9.45302963256836,,40.6960983900992,4.17014290578818,5.08608635837725,0.0,middle,8.284113574599118
AFW,2016,2.23535718815748,,,20.9,0.194316483405615,1815.17120349953,9.26937007904053,,40.9691889210339,4.16758013639496,3.81519345293899,0.0,middle,8.893081025133986
AFW,2017,2.55635653292547,,,23.8,2.29634886599959,1808.72220111739,9.39776039123535,,41.4778475795376,4.28399591922403,4.73346320846066,0.0,middle,9.972973052718624
AFW,2018,1.91395272862701,,,25.7,2.90466430784954,1814.69463581898,9.58899021148682,,42.1082822211187,4.33437713943307,5.60225071628043,0.0,middle,10.725056773542514
AFW,2019,1.22700011228508,0.27753675622014,,28.5,3.28168276850104,1829.06806387649,9.73875999450684,,42.9057256242192,4.39076373818366,5.41538762896271,0.0,middle,9.789261907311083
AFW,2020,1.04084419108634,,,31.5,-3.73062984236253,1719.26150438049,9.93537998199463,,41.3285540722727,4.79531801163781,,0.0,middle,18.233844995498657
AFW,2021,1.60141749103716,,,34.7,2.54969083217036,1721.90947456022,10.1902599334717,,41.5459857451246,4.66663403105227,3.56375377538734,0.0,middle,13.621418699784018
AFW,2022,1.46814555146344,,,37.5,4.47279468511532,1757.45658962159,,,41.8024485293288,3.59335356570127,3.89073031636054,0.0,middle,19.33360954745408
AFW,2023,2.08163638802875,,,38.5,3.66242752919044,1778.86434703356,,,42.32235686483,3.20080093275134,3.14322306755451,0.0,middle,19.721483460133175
AFW,2024,2.39840367592386,,,40.0,4.5856736208091,1816.34604380299,,,42.845976909497,3.17242064214562,,0.0,middle,40.0
AFW,2025,,,,42.4,,,,,43.2531195385582,3.19055229252225,,0.0,,42.4
AGO,2000,9.62386615038711,,,0.105045562462262,3.05462423430785,2172.46326720494,,51.9,60.8845307226596,16.646,,0.0,middle,0.105045562462262
AGO,2001,24.0090757001341,,,0.136013867429868,4.20599855619506,2189.17352158246,,,60.9408642565735,16.668,,0.0,middle,0.136013867429868
AGO,2002,10.0713557339551,,,0.270376745595134,13.6656887608562,2404.97792071531,0.783640027046204,,60.9019606623629,16.432,,0.0,middle,0.33109837955911803
AGO,2003,17.5840588571176,,,0.370682065225727,3.48731240097521,2403.40415157038,2.87620997428894,,60.705961052874,16.445,,0.0,middle,0.9043935261850985
AGO,2004,8.13849032848245,,,0.464814617985909,11.4198633904585,2583.32411461288,2.14597010612488,,60.4315375805673,16.313,,0.0,middle,0.7688998355241745
AGO,2005,-3.14962046173322,,,1.143399954,14.1547775343954,2843.3966357968,2.6385600566864,,58.4651355521218,16.295,,0.0,middle,1.2313399911716
AGO,2006,-0.0643009490167298,,,1.5,11.8418178757044,3065.05576243895,2.55977010726929,,56.6875803163974,16.123,,0.0,middle,1.3899425268173227
AGO,2007,-1.22312266225132,,,1.700000048,13.0026889457975,3336.36332465208,,,54.8911137864211,16.066,,0.0,middle,1.700000048
AGO,2008,1.69952793928946,,,1.899999976,10.7866360496581,3559.19522512236,,42.7,53.1496704920599,16.152,,0.0,middle,1.899999976
AGO,2009,2.69909240017807,,,2.299999952,1.99558909788963,3494.80724466172,,,51.3263213533981,16.383,,0.0,middle,2.299999952
AGO,2010,-3.37761927933748,,,2.799999952,5.29366572819954,3540.79159568381,,,48.8556342624711,16.595,,0.0,middle,2.799999952
AGO,2011,-2.40838836782517,,,4.699999809,3.59386960240222,3528.16824373399,6.44004138280629,,46.5491998883029,16.77,,0.0,middle,3.960010250201573
AGO,2012,-1.02012839058611,,,7.699999809,8.50312283866612,3682.35229322763,,,44.4213021713595,16.539,,0.0,middle,7.699999809
AGO,2013,-4.78350487024797,,,13.0,4.88306129688392,3716.29718727282,9.22339720175662,,42.4380131365122,16.464,,0.0,middle,8.805849300439155
AGO,2014,2.38352427018273,,,21.3623407584103,4.65572356315585,3746.81619978613,,,40.3316392087452,16.372,,0.0,middle,21.3623407584103
AGO,2015,9.7795154502448,,,22.0,0.763177710914789,3641.72893919944,8.78320868033121,,40.3215498679159,16.472,12.6044858942473,0.0,middle,10.0576500361466
AGO,2016,-0.299804386002375,0.03229,,23.20000076,-1.70053036291208,3454.03317187119,9.78287696232453,,40.1139584289984,16.572,12.9883050935056,0.0,middle,8.118070192303486
AGO,2017,-8.76696380208172,,,26.0,-0.149396225571834,3328.8982124109,,,40.0178727618802,16.617,19.3839506955365,0.0,middle,15.907592604330475
AGO,2018,-7.21246216123288,,6.0,29.0,-0.59441122698307,3196.79006983557,,51.3,39.7773354887959,16.602,23.3127754550372,0.0,middle,17.99691631825558
AGO,2019,-5.07649440156737,,2.0,32.12939835,-0.204680245744115,3083.97534427357,,,39.666195800835,16.497,27.4965016903098,0.0,middle,20.189174428546472
AGO,2020,-3.17143620765821,,,33.32089996,-4.04244724639663,2864.16146036893,,,38.2191311444807,16.696,23.3946213847164,0.0,middle,20.16964318770746
AGO,2021,-5.47403409372737,,,34.55649948,2.10275251923413,2832.81777132286,,,37.5749267305878,15.799,16.1269540436105,0.0,middle,19.697292846541576
AGO,2022,-5.02899288556058,,,35.83800125,4.21600258475137,2860.90251922246,,,40.4877627343102,14.124,22.0635039995781,0.0,middle,21.228526224936715
AGO,2023,-1.97786390222726,,,37.88589859,1.26330814020108,2809.15727975557,10.04935810264,,40.5263400343568,14.051,23.4714139423334,0.0,middle,16.65066727467334
AGO,2024,-1.0986881170909,,,40.70479965,4.42390664406875,2845.47779302975,9.9549065722902,,40.687555299181,14.02,16.6897206933082,0.0,middle,16.89638971471252
AGO,2025,,,,,,,,,40.8514654803696,14.108,,0.0,,0.0
ALB,2000,3.9893207113692,,,0.114097346552109,7.46285871776054,1991.91435867116,15.3867101669312,,37.3323137307488,19.023,,0.0,middle,3.9037262150088545
ALB,2001,5.10708868615592,,,0.325798377067964,8.8637306604876,2188.91854451375,15.4820499420166,,37.3149842845206,18.57,,0.0,middle,4.033411674038132
ALB,2002,2.99003115858884,,,0.39008127343332,4.62839587394552,2297.10853513924,16.3895606994629,31.7,37.5147371760435,17.891,,0.0,middle,4.292430811582386
ALB,2003,3.06868730168473,,,0.971900415195857,5.33326426009945,2428.68934653563,16.3662395477295,,37.636312678353,16.985,,0.0,middle,4.577510094530304
ALB,2004,4.60782278585291,,,2.42038779776014,5.26626173860785,2567.29763687121,19.1295795440674,,36.4694828120954,16.306,,0.0,middle,5.99258878489692
ALB,2005,3.17899814544722,,,6.04389086404814,5.13082193056189,2712.86983830331,22.389009475708,30.6,36.3587685307636,15.966,,0.0,middle,8.61919780095107
ALB,2006,3.55321913781567,,,9.609999657,6.0189812403864,2894.36032580174,26.2101001739502,,37.0819396819245,15.626,,0.0,middle,11.35752487198755
ALB,2007,5.86740351847628,0.08411,,15.03610039,6.50009261158209,3105.8796756386,30.2319297790527,,37.3181538543968,15.966,,0.0,middle,10.471238426508782
ALB,2008,9.40665320050491,0.14973,,23.86,6.90706230713707,3345.98161761476,31.6839599609375,30.0,37.54099828889,13.06,,0.0,middle,13.982643326822917
ALB,2009,10.9068201480963,,,41.2,2.69075152362146,3459.24695646692,32.9239883422852,,36.5546191483091,13.674,1.3281935315116,0.0,middle,19.35348407686536
ALB,2010,9.01744998049889,,,45.0,2.97315442681247,3579.82413181046,43.3279304504395,,38.0056894662126,14.086,1.4645172043822,0.0,middle,22.36777346217814
ALB,2011,8.08329285826067,,3.0,47.0,2.46351683915714,3677.89457937717,49.3997040639925,,35.7883362998639,13.481,1.01687291597312,0.0,middle,24.00163796892939
ALB,2012,7.49597513325321,,,49.40000153,0.984129880204108,3771.84781862015,58.6214186004979,29.0,36.8368428681955,13.376,0.922637018907313,0.0,middle,26.32916731197371
ALB,2013,9.80035898039468,,,51.79999924,1.7072283175406,3895.89975621942,63.8440585382953,,38.715793649559,15.866,0.890238022251303,0.0,middle,27.99636663860768
ALB,2014,8.64846635716115,,10.0,54.29999924,2.24022695382642,4045.11934884933,65.5507096860696,34.6,39.6694222941355,18.055,0.257234804303144,0.0,middle,29.05084150810858
ALB,2015,8.62740636982337,,14.0,56.90000153,2.2277040745779,4199.53912925398,61.9608485481051,32.8,39.8607872719792,17.193,1.63419036731371,0.0,middle,29.456894304748886
ALB,2016,8.71147225448456,,20.0,59.59999847,3.90893551362245,4431.55635814168,58.4884791901189,33.7,40.2112427236091,15.418,0.784313365143227,0.0,middle,29.69317735820081
ALB,2017,7.71411336285186,,16.0,62.40000153,3.28317593330073,4648.23078660658,58.0177836674929,33.1,42.2423402549993,13.616,0.0884579218158484,0.0,middle,30.4784769134304
ALB,2018,7.83109146132114,,15.0,65.40000153,3.67141928098908,4893.82375538717,56.0802964109938,30.1,42.7083957984542,12.304,0.0447019828200661,0.0,middle,31.151186776780975
ALB,2019,7.70621465029911,,4.0,68.5503911218006,2.06257790176122,5072.43648354739,61.4085141527142,30.1,43.2158670276158,11.466,0.128427412960995,0.0,middle,33.09772547401533
ALB,2020,7.01865154497786,,,72.23767711,-3.31375636888916,4980.61699524696,61.5853024328899,29.4,43.241481433791,11.639,0.285854495639881,0.0,middle,34.37202822504564
ALB,2021,6.75791457973236,0.18998,23.0,79.32371752,8.96957619074095,5511.75743402862,59.9698690125562,,44.4269847878612,11.474,0.419509988977299,0.0,middle,28.071051255742823
ALB,2022,7.57934042905775,0.19997,,82.61367544,4.8268006234359,5867.65096230557,62.647921513098,,43.9962497505868,10.785,0.0596409977568037,0.0,middle,29.23876962396901
ALB,2023,6.90036950940795,,,83.13559161,4.01541716935742,6198.17195301204,64.7293520237257,,46.3125447479353,10.669,0.682326849473647,0.0,middle,38.568321892234984
ALB,2024,6.32349466068578,,,85.86389923,4.04592845095348,6549.23387415397,84.1496200561523,,46.7791156790644,10.689,1.52935344981595,0.0,middle,42.799171764340315
ALB,2025,,,,,,,,,47.2443938528146,10.926,,0.0,,0.0
AND,2000,,,,10.53883560922,3.52836236122388,34113.8334027285,,,,,,,high,10.53883560922
AND,2001,,,,,8.11935772169949,36790.1209900717,,,,,,,high,0.0
AND,2002,,,,11.2604687170103,4.54636221364653,38084.5022003398,7.31105995178223,,,,,,high,7.457999346450707
AND,2003,,,,13.546412876439,8.69420371612468,39620.3387714274,8.82861995697021,,,,,,high,8.980361427462052
AND,2004,,,,26.8379543894637,8.13567633837351,40054.3399679173,8.74967002868652,,,,,,high,15.60639470190348
AND,2005,,,,37.6057662174867,5.39779598500422,40528.1938997392,8.41534996032715,,,,,,high,20.90672059882514
AND,2006,,,,48.9368469989479,4.80868869916921,41322.0723316534,9.89391040802002,,,,,,high,26.941901101478955
AND,2007,,,,70.87,1.55318814103222,40789.1781297264,,,,,23.571681463252,,high,38.9707522194878
AND,2008,,,,70.04,-5.55918636850581,37775.1438845998,10.986120223999,,,,16.0908387086682,,high,26.786770574866654
AND,2009,,,,78.53,-5.30284654348291,35604.4007343193,,,,,12.0967808426483,,high,41.07951712639725
AND,2010,,,,81.0,-1.97495799965345,36277.2814831059,,,,,23.4558060507799,,high,44.01837090761698
AND,2011,,,,81.0,-0.00806975341139093,37637.5045137987,,,,,18.4901780504543,,high,43.273526707568145
AND,2012,,,,82.69999695,-4.97444371853503,36206.9954432018,12.870249017038,,,,20.6476573542829,,high,31.776472888267957
AND,2013,,,,84.40000153,-3.54759651549344,35684.1861967511,14.5405405405405,,,,23.5947866942069,,high,32.916235936177436
AND,2014,,,,86.09999847,2.50446552114518,37300.6419409868,13.5399673735726,,,,20.6864866224754,,high,33.02530938117631
AND,2015,,,,87.90000153,1.43414039522716,38654.95287916,13.8206896551724,,,,22.6455691893207,,high,33.868005704794136
AND,2016,,,,89.69999695,3.70967806978986,40085.0394278177,15.2011095700416,,,,24.4309106376305,,high,34.87660830876998
AND,2017,,,,91.5674670273926,0.346071889630295,39361.0807539996,15.6664896441848,,,,23.2513189546623,,high,35.45870251196123
AND,2018,,,1.0,93.5,1.58876549046354,39242.1633307803,15.7132150886835,,,,28.4603950348388,,high,36.631575351597796
AND,2019,13.3818072686093,,3.0,90.71869659,2.01554763848308,39346.2935180487,15.4352596927579,,,,32.5215915853416,,high,36.064267970660474
AND,2020,9.43228499707799,,3.0,93.20570374,-11.1839399355384,34536.666145207,15.2605749006777,,,,23.0406088299837,,high,35.91605794644466
AND,2021,14.5826559404996,,3.0,93.89749908,8.28677879049404,36929.0364995869,15.4117647058823,,,,24.3806762508654,,high,36.30586143606693
AND,2022,17.5702350620217,0.15818,,94.05169678,9.56461225648184,39780.4152991834,34.6414389161411,,,,13.3076613572665,,high,29.43435366131262
AND,2023,7.28597529959797,,,94.21499634,2.58355480961319,40227.2524257376,62.4106937082277,,,,21.4346319155008,,high,43.9502442562547
AND,2024,6.64266743694098,,,94.39759827,3.37182032638998,41034.5266723078,67.6767676767677,,,,,,high,64.11799105419192
ARB,2000,0.503077153348121,,,,6.33672922415394,4910.08259157072,16.8672409057617,,49.1435140997432,12.6227231888262,,0.0,middle,8.43362045288085
ARB,2001,1.195021490742,,,,2.09740745302985,4892.98855329169,17.4352397918701,,50.0527636133237,12.49820212983,,0.0,middle,8.71761989593505
ARB,2002,0.82496095204721,,,,1.22074845072102,4835.589416667,18.2287998199463,,51.0902468570911,12.5062276655765,,0.0,middle,9.11439990997315
ARB,2003,1.75833925602519,,,,4.29553168417598,4926.58928334869,18.2871894836426,,51.2756071647319,12.4496966444039,,0.0,middle,9.1435947418213
ARB,2004,2.16478959100851,,,,9.07459188707813,5250.08375247516,19.4084701538086,,50.8473643975968,11.4271164700074,,0.0,middle,9.7042350769043
ARB,2005,3.16813035855029,,,,5.57295529835658,5412.64941314351,20.39501953125,,51.1210845321556,11.2344112966755,,0.0,middle,10.197509765625
ARB,2006,3.97121100672377,,,,6.27629734101785,5614.91183040313,20.922119140625,,51.3648037059518,10.5176425576734,,0.0,middle,10.4610595703125
ARB,2007,3.80340434197896,,,,4.60116470281086,5727.33322290223,21.5595207214356,,51.5363947745536,10.1456780757217,,0.0,middle,10.7797603607178
ARB,2008,2.58732735207834,,,,5.57116008739757,5894.47746607478,22.4240398406982,,52.0317762642692,9.87515901443002,,0.0,middle,11.2120199203491
ARB,2009,2.2218541513522,,,,0.648247152976467,5787.82712590845,23.2823505401611,,52.6864244862693,9.46079216862091,,0.0,middle,11.64117527008055
ARB,2010,2.11194389033051,,,,4.84064243847079,5948.12916468842,24.0447006225586,,53.0156897412547,9.57178825247491,,0.0,middle,12.0223503112793
ARB,2011,1.31663145630821,0.551613157763376,,,3.85320358755794,6036.42083357432,23.5923805236816,,53.8959448971216,10.6873951414609,,0.0,middle,10.035193814145721
ARB,2012,1.54970201135426,,,,5.49375422924652,6218.04632240872,24.9674091339111,,54.6481941036209,11.0650966632009,1.88281357342091,0.0,middle,6.524274319490912
